1,724024031,1/4/2018,0:00:00,60,1130.42,2740,-0.99,-146.39,401.73,400.41,402.23,949.42,948,951.03,1790.41,18.2,2.86,9.43,270.35,1.75,1788.8,0.1,2.88,2.87,2.91,2.91,2.91,1,1800,1790,72.76,72.72,16,2,0.03,70.49,69.55,32,34,52,11,13,52.47,64,36,0,50.01,0,8085,41.77,110.69,-1,66,0,0,-276,-276,0,0,60,0,0,0,0,125874288,0,-20683689,2109722,0,1074856711,6532,0,-1072429662,2056
2,724024024,1/4/2018,0:00:00,60,842.84,3276,-0.98,-144.13,397.11,395.29,397.22,718.43,718,722.29,1766.19,17.95,2.04,8.35,188.99,1.5,1764.57,-0.86,2.05,2.05,2.1,2.1,2.1,1,1800,1790,54.81,54.81,16,2,-0.8,83.75,84.3,45,57,52.09,11,24,72.43,67.76,32.97,0,50.01,0,2762,66.05,139.42,-1,52.98,0,0,-273,-274,0,0,59.93,0,0,0,0,125874288,0,-1809260,2109722,0,1074856711,6532,0,-854325854,2056
3,724024002,1/4/2018,0:00:00,60,1501.94,3042,-0.99,-145.06,401.62,399.69,401.39,1257.05,1256.55,1257.68,1798.54,18.28,7.52,11.46,12.82,1,1796.88,-1.19,7.52,7.52,7.53,7.53,7.53,1,1800,1790,96.26,96.22,16,2,-1.16,113.04,113.18,53.84,65.82,52,12,23,91.34,69.7,31,0,50.01,0,8889,116.52,135.02,-1,62.15,0,0,-274,-273,0,0,57.97,0,0,0,0,126398576,0,-20683562,2109723,0,1074889479,6532,0,-1072429662,2056
4,724024004,1/4/2018,0:00:00,60,1255.48,2882,-0.99,-143.02,400.36,398.68,400.18,1056.85,1053.13,1053.39,1791.28,18.21,3.89,10.07,272.6,0.8,1789.64,-2.95,3.88,3.89,3.9,3.9,3.9,1,1800,1790,80.66,80.65,16,2,-2.95,75,75.17,32,39,51.48,11,16,53.39,68.88,45,0,50,0,7840,77.35,124.95,-1,57.82,0,0,-274,-275,0,0,63,0,0,0,0,125874288,0,-20683692,2109722,0,1074856711,6532,0,-1072429662,2056
5,724024010,1/4/2018,0:00:00,60,1219.54,2828,-0.99,-131.84,396.31,398.44,397.56,1025.95,1028.94,1035.08,1790.97,18.2,3.22,9.49,286.59,1.79,1789.47,-5.11,3.23,3.23,3.25,3.25,3.25,1,1800,1790,78.41,78.38,16,2,-5.08,69.86,69.86,30,37.32,51.06,13,13,52.14,65,33,0,50.01,0,8341,93.34,154.6,-2,69,0,0,-273,-273,0,0,58.3,0,0,0,0,125874288,0,-20683628,2109723,0,1074856711,4484,0,1312162,2056
6,724024031,1/4/2018,0:10:00,60,1290.23,2740,-0.99,-148.32,397.76,396.42,398.28,1091.44,1090,1092.92,1790.36,18.2,3.52,9.95,268.37,1.77,1788.8,-4.97,3.52,3.52,3.52,3.52,3.52,1,1800,1790,83.13,83.08,16,2,-5.01,73.41,72.35,31.62,34,52.29,11,13,53,64,36,0,49.99,0,8085,65.08,113,-1,65.26,0,0,-276,-276,0,0,60,0,0,0,0,125874288,0,-20683564,2109722,0,1074856711,6532,0,-1072429662,2056
7,724024011,1/4/2018,0:00:00,60,936.94,2596,-0.98,-128.09,394.44,396.55,395.92,795.96,798.97,804.61,1776.59,18.06,2.23,8.5,326.18,0.89,1774.99,-9.14,2.2,2.21,2.25,2.25,2.25,1,1800,1790,60.44,60.46,16,2,-9.11,84.9,85.55,48,54,51.58,12.99,22,72.7,66.65,37,0,50,0,9469,69.61,135.32,-2,53.52,0,0,-274,-273,0,0,62,0,0,0,0,125874288,0,-20683625,2109723,0,1074856711,6532,0,-1072429662,2056
8,724024013,1/4/2018,0:00:00,60,945.4,2610,-0.98,-127.37,393.67,395.76,395.04,804.58,807.13,813.07,1787.2,18.17,2.28,8.55,292.43,1.79,1785.56,-4.61,2.29,2.25,2.3,2.3,2.3,1,1800,1790,60.71,60.7,16,2,-4.75,88.57,90,49.04,60.98,50,12,22,74.52,66,29,0,49.99,0,9216,87.54,140.51,-1,60,0,0,-273,-273,0,0,61.01,0,0,0,0,125874288,0,-18586412,2109722,0,1074889479,6532,0,-1072429662,2056
9,724024014,1/4/2018,0:00:00,60,1138.4,2922,-0.99,-129.76,394.53,396.67,395.92,964.24,966.5,973.03,1789.5,18.19,2.75,9.38,303.42,0.89,1787.88,-7.65,2.76,2.74,2.77,2.77,2.77,1,1800,1790,73.21,73.2,16,2,-7.86,68.84,68.66,33,34,51.69,11,16.34,52,65,39.51,0,50,0,9089,109.65,138.24,-1,68.58,0,0,-273,-273,0,0,63,0,0,0,0,125874288,0,-24877994,2109723,0,1074856711,6532,0,-1072429662,2056
10,724024022,1/4/2018,0:00:00,60,950.45,2936,-0.98,-144.15,395.31,393.45,395.46,813.16,813.13,813.91,1788.24,18.18,2.29,8.55,327.03,1.1,1786.75,-10.25,2.36,2.36,2.34,2.34,2.34,1,1800,1790,61.1,61.13,16,2,-10.25,85.37,86.26,47.64,59,51.56,13,23.23,73.66,66.57,28,0,49.99,0,8054,57.13,129.77,-1,53,0,0,-273,-274,0,0,55,0,0,0,0,125874288,0,-18586539,2109723,0,1074889479,6532,0,-1072429662,2056
11,724024020,1/4/2018,0:00:00,60,1135.3,2804,-0.99,-140.82,396.71,394.85,396.66,965.65,963.8,964.47,1789.94,18.2,2.74,9.11,245.31,1.6,1788.27,-6.42,2.8,2.75,2.79,2.79,2.79,1,1800,1790,72.89,72.9,16,2,-6.55,68.9,68.55,31,33,51,11,12.06,49.18,63,36,0,49.99,0,7659,112.94,138.63,-1,75.09,0,0,-273,-273,0,0,57,0,0,0,0,125874288,0,-1809258,2109722,0,1074856711,6532,0,-1072429662,2056
12,724024029,1/4/2018,0:00:00,60,1266.06,2792,-0.99,-147.81,395.86,394.04,395.76,1076.81,1076.51,1077.01,1789.91,18.19,2.98,9.78,284.34,0.89,1788.19,-2.15,2.94,2.95,2.96,2.96,2.96,1,1800,1790,81.4,81.39,16,2,-2.41,116.79,115.66,64,80,64.07,14,36.07,97.66,75,39.38,0,49.98,0,7413,65.19,103,-2,73.12,0,0,-274,-275,0,0,66.97,0,0,0,0,125874288,0,-20683691,2175259,0,1074856711,6532,0,-1072430686,6152
